frame.number,protocol,function,eth.src,eth.dst,ip.src,ip.dst,tcp.flags_ack,tcp.flags_fin,tcp.flags_reset,tcp.flags_syn,tcp.hdr_len,tcp.len,tcp.payload,ip.flags_df,ip.flags_mf,ip.flags_rb,ip.frag_offset,ip.hdr_len,ip.len,ip.ttl,ip.checksum,tcp.checksum,tcp.dstport,tcp.srcport,udp.checksum,udp.dstport,udp.length,udp.payload,udp.srcport,pn_rt.cycle_counter,ground_truth
2414,0,0,00:60:34:12:ab:7f,ac:64:17:03:4f:c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17280,0
2420,0,0,00:60:34:12:ab:7f,ac:64:17:03:4f:c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17344,0
2427,Profinet,DCE RPC WRITE RESPONSE,00:60:34:12:ab:7f,ac:64:17:03:4f:c5,172.16.106.23,172.16.106.13,0,0,0,0,0,0,0,False,False,False,0,20,192,64,0x4de6,0,0,0,0x8fb9,54485,172,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:01:00:00:00:03:00:ff:ff:ff:ff:54:00:00:00:00:00:00:00:00:00:40:00:00:00:46:00:00:00:00:00:00:00:40:00:00:00:80:08:00:3c:01:00:00:00:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:00:00:01:00:00:00:01:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,1024,0,0
2432,Profinet,DCE RPC WRITE REQUEST,ac:64:17:03:4f:c5,00:60:34:12:ab:7f,172.16.106.13,172.16.106.23,0,0,0,0,0,0,0,False,False,False,0,20,195,64,0x4819,0,0,0,0xaab0,1024,175,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:02:00:00:00:03:00:ff:ff:ff:ff:57:00:00:00:00:00:43:00:00:00:43:00:00:00:43:00:00:00:00:00:00:00:43:00:00:00:00:08:00:3c:01:00:00:01:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:00:00:01:00:00:00:02:00:00:00:03:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:05,54485,0,0
2449,Profinet,DCE RPC WRITE RESPONSE,00:60:34:12:ab:7f,ac:64:17:03:4f:c5,172.16.106.23,172.16.106.13,0,0,0,0,0,0,0,False,False,False,0,20,192,64,0x4de4,0,0,0,0x91b7,54485,172,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:02:00:00:00:03:00:ff:ff:ff:ff:54:00:00:00:00:00:00:00:00:00:40:00:00:00:43:00:00:00:00:00:00:00:40:00:00:00:80:08:00:3c:01:00:00:01:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:00:00:01:00:00:00:02:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,1024,0,0
2452,Profinet,DCE RPC WRITE REQUEST,ac:64:17:03:4f:c5,00:60:34:12:ab:7f,172.16.106.13,172.16.106.23,0,0,0,0,0,0,0,False,False,False,0,20,193,64,0xaf0c,0,0,0,0xb8b3,1024,173,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:03:00:00:00:03:00:ff:ff:ff:ff:55:00:00:00:00:00:41:00:00:00:41:00:00:00:41:00:00:00:00:00:00:00:41:00:00:00:00:08:00:3c:01:00:00:02:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:00:00:01:00:00:00:04:00:00:00:01:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,54485,0,0
2466,Profinet,DCE RPC WRITE RESPONSE,00:60:34:12:ab:7f,ac:64:17:03:4f:c5,172.16.106.23,172.16.106.13,0,0,0,0,0,0,0,False,False,False,0,20,192,64,0x4de2,0,0,0,0x92b4,54485,172,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:03:00:00:00:03:00:ff:ff:ff:ff:54:00:00:00:00:00:00:00:00:00:40:00:00:00:41:00:00:00:00:00:00:00:40:00:00:00:80:08:00:3c:01:00:00:02:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:00:00:01:00:00:00:04:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,1024,0,0
2468,Profinet,DCE RPC WRITE REQUEST,ac:64:17:03:4f:c5,00:60:34:12:ab:7f,172.16.106.13,172.16.106.23,0,0,0,0,0,0,0,False,False,False,0,20,194,64,0xe7f6,0,0,0,0xb1ad,1024,174,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:04:00:00:00:03:00:ff:ff:ff:ff:56:00:00:00:00:00:42:00:00:00:42:00:00:00:42:00:00:00:00:00:00:00:42:00:00:00:00:08:00:3c:01:00:00:03:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:00:00:01:00:00:00:05:00:00:00:02:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:01:01,54485,0,0
2487,Profinet,DCE RPC WRITE RESPONSE,00:60:34:12:ab:7f,ac:64:17:03:4f:c5,172.16.106.23,172.16.106.13,0,0,0,0,0,0,0,False,False,False,0,20,192,64,0x4de0,0,0,0,0x90b2,54485,172,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:04:00:00:00:03:00:ff:ff:ff:ff:54:00:00:00:00:00:00:00:00:00:40:00:00:00:42:00:00:00:00:00:00:00:40:00:00:00:80:08:00:3c:01:00:00:03:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:00:00:01:00:00:00:05:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,1024,0,0
2491,Profinet,DCE RPC WRITE REQUEST,ac:64:17:03:4f:c5,00:60:34:12:ab:7f,172.16.106.13,172.16.106.23,0,0,0,0,0,0,0,False,False,False,0,20,220,64,0x0f27,0,0,0,0xddc4,1024,200,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:05:00:00:00:03:00:ff:ff:ff:ff:70:00:00:00:00:00:5c:00:00:00:5c:00:00:00:5c:00:00:00:00:00:00:00:5c:00:00:00:00:08:00:3c:01:00:00:04:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:00:80:00:00:00:80:51:00:00:00:1c:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:02:13:00:18:01:00:00:00:c3:d6:87:fe:78:9e:03:a1:ac:db:e5:bf:cb:bc:27:b6:00:00:00:00,54485,0,0
2507,Profinet,DCE RPC WRITE RESPONSE,00:60:34:12:ab:7f,ac:64:17:03:4f:c5,172.16.106.23,172.16.106.13,0,0,0,0,0,0,0,False,False,False,0,20,192,64,0x4dde,0,0,0,0x7565,54485,172,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:05:00:00:00:03:00:ff:ff:ff:ff:54:00:00:00:00:00:00:00:00:00:40:00:00:00:5c:00:00:00:00:00:00:00:40:00:00:00:80:08:00:3c:01:00:00:04:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:00:80:00:00:00:80:51:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,1024,0,0
2508,Profinet,DCE RPC WRITE REQUEST,ac:64:17:03:4f:c5,00:60:34:12:ab:7f,172.16.106.13,172.16.106.23,0,0,0,0,0,0,0,False,False,False,0,20,232,64,0x314f,0,0,0,0xba46,1024,212,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:06:00:00:00:03:00:ff:ff:ff:ff:7c:00:00:00:00:00:68:00:00:00:68:00:00:00:68:00:00:00:00:00:00:00:68:00:00:00:00:08:00:3c:01:00:00:05:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:00:80:00:00:00:80:52:00:00:00:28:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:02:11:00:24:01:00:00:00:c3:d6:87:fe:78:9e:03:a1:ac:db:e5:bf:cb:bc:27:b6:00:00:00:00:0b:6d:72:70:64:6f:6d:61:69:6e:2d:31,54485,0,0
2522,Profinet,DCE RPC WRITE RESPONSE,00:60:34:12:ab:7f,ac:64:17:03:4f:c5,172.16.106.23,172.16.106.13,0,0,0,0,0,0,0,False,False,False,0,20,192,64,0x4ddc,0,0,0,0x6863,54485,172,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:06:00:00:00:03:00:ff:ff:ff:ff:54:00:00:00:00:00:00:00:00:00:40:00:00:00:68:00:00:00:00:00:00:00:40:00:00:00:80:08:00:3c:01:00:00:05:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:00:80:00:00:00:80:52:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,1024,0,0
2524,Profinet,DCE RPC WRITE REQUEST,ac:64:17:03:4f:c5,00:60:34:12:ab:7f,172.16.106.13,172.16.106.23,0,0,0,0,0,0,0,False,False,False,0,20,199,64,0x3922,0,0,0,0x659e,1024,179,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:07:00:00:00:03:00:ff:ff:ff:ff:5b:00:00:00:00:00:47:00:00:00:47:00:00:00:47:00:00:00:00:00:00:00:47:00:00:00:00:08:00:3c:01:00:00:06:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:02:00:01:00:00:70:00:00:00:00:07:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:bd:00:04:00:ff:ff:00,54485,0,0
2536,Profinet,DCE RPC WRITE RESPONSE,00:60:34:12:ab:7f,ac:64:17:03:4f:c5,172.16.106.23,172.16.106.13,0,0,0,0,0,0,0,False,False,False,0,20,192,64,0x4dda,0,0,0,0x18b2,54485,172,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:07:00:00:00:03:00:ff:ff:ff:ff:54:00:00:00:00:00:00:00:00:00:40:00:00:00:47:00:00:00:00:00:00:00:40:00:00:00:80:08:00:3c:01:00:00:06:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:02:00:01:00:00:70:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,1024,0,0
2537,Profinet,DCE RPC WRITE REQUEST,ac:64:17:03:4f:c5,00:60:34:12:ab:7f,172.16.106.13,172.16.106.23,0,0,0,0,0,0,0,False,False,False,0,20,199,64,0x17bf,0,0,0,0x5f9c,1024,179,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:08:00:00:00:03:00:ff:ff:ff:ff:5b:00:00:00:00:00:47:00:00:00:47:00:00:00:47:00:00:00:00:00:00:00:47:00:00:00:00:08:00:3c:01:00:00:07:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:03:00:01:00:00:70:00:00:00:00:07:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:be:00:08:00:ff:ff:00,54485,0,0
2549,Profinet,DCE RPC WRITE RESPONSE,00:60:34:12:ab:7f,ac:64:17:03:4f:c5,172.16.106.23,172.16.106.13,0,0,0,0,0,0,0,False,False,False,0,20,192,64,0x4dd8,0,0,0,0x17b0,54485,172,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:08:00:00:00:03:00:ff:ff:ff:ff:54:00:00:00:00:00:00:00:00:00:40:00:00:00:47:00:00:00:00:00:00:00:40:00:00:00:80:08:00:3c:01:00:00:07:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:00:00:00:00:03:00:01:00:00:70:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,1024,0,0
2550,Profinet,DCE RPC CONTROL REQUEST,ac:64:17:03:4f:c5,00:60:34:12:ab:7f,172.16.106.13,172.16.106.23,0,0,0,0,0,0,0,False,False,False,0,20,160,64,0x58a2,0,0,0,0x5614,1024,140,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:09:00:00:00:04:00:ff:ff:ff:ff:34:00:00:00:00:00:20:00:00:00:20:00:00:00:20:00:00:00:00:00:00:00:20:00:00:00:01:10:00:1c:01:00:00:00:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:01:00:00:00:01:00:00,54485,0,0
2624,Profinet,DCE RPC CONTROL RESPONSE,00:60:34:12:ab:7f,ac:64:17:03:4f:c5,172.16.106.23,172.16.106.13,0,0,0,0,0,0,0,False,False,False,0,20,160,64,0x4df6,0,0,0,0x0c0b,54485,140,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:2a:02:01:1f:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:6c:7c:8b:19:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:04:00:00:00:01:00:00:00:09:00:00:00:04:00:ff:ff:ff:ff:34:00:00:00:00:00:00:00:00:00:20:00:00:00:20:00:00:00:00:00:00:00:20:00:00:00:81:10:00:1c:01:00:00:00:76:33:cf:89:34:ed:f9:47:9d:64:6d:e4:9f:ad:74:b2:00:01:00:00:00:08:00:00,1024,0,0
2631,Profinet,DCE RPC CONNECT REQUEST,28:63:36:9a:90:b3,00:a0:45:9b:55:d9,172.16.106.11,172.16.106.21,0,0,0,0,0,0,0,False,False,False,0,20,523,64,0xd9b4,0,0,0,0xbe53,34964,503,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:10:00:00:b0:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:68:c2:e0:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:00:00:00:00:01:00:00:00:00:00:00:00:00:00:ff:ff:ff:ff:9f:01:00:00:00:00:8b:01:00:00:8b:01:00:00:8b:01:00:00:00:00:00:00:8b:01:00:00:01:01:00:41:01:00:00:01:e7:13:96:f9:ef:23:d8:48:8a:bd:bf:de:9c:b5:d3:b0:00:01:28:63:36:9a:90:b3:de:a0:00:00:6c:97:11:d1:82:71:00:64:01:0e:00:2a:00:00:00:11:02:58:88:92:00:0b:66:65:73:74:6f:2d:73:70:73:2d:31:01:02:00:56:01:00:00:01:00:01:88:92:00:00:00:02:00:28:80:00:00:20:00:02:00:01:00:00:ff:ff:ff:ff:00:03:00:03:c0:00:00:00:00:00:00:00:00:01:00:00:00:00:00:05:00:00:00:01:00:00:00:00:80:00:00:01:00:00:80:01:00:02:00:00:80:02:00:03:00:01:00:01:00:04:00:01:00:01:00:01:00:06:01:02:00:56:01:00:00:02:00:02:88:92:00:00:00:02:00:28:ff:ff:00:20:00:02:00:01:00:00:ff:ff:ff:ff:00:03:00:03:c0:00:00:00:00:00:00:00:00:01:00:00:00:00:00:01:00:01:00:01:00:05:00:05:00:00:00:01:00:00:00:00:80:00:00:01:00:00:80:01:00:02:00:00:80:02:00:03:00:01:00:01:00:04:01:04:00:4a:01:00:00:01:00:00:00:00:00:00:00:00:00:01:00:00:00:04:00:01:00:00:00:01:00:00:00:01:00:00:01:01:80:00:00:00:00:02:00:00:00:01:00:00:01:01:80:01:00:00:00:03:00:00:00:01:00:00:01:01:80:02:00:00:00:03:00:00:00:01:00:00:01:01:01:04:00:26:01:00:00:01:00:00:00:00:00:01:00:00:00:dd:00:00:00:01:00:01:00:00:00:01:00:03:00:01:00:01:01:01:00:02:00:01:01:01:01:03:00:16:01:00:00:01:88:92:00:00:00:00:00:01:00:03:00:00:01:00:c0:00:a0:00,53428,0,0
2632,Profinet,0,00:60:34:12:ab:7f,ac:64:17:03:4f:c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19392,0
2633,Profinet,DCE RPC CONNECT REQUEST,28:63:36:9a:90:b3,54:e3:b0:00:55:b1,172.16.106.11,172.16.106.24,0,0,0,0,0,0,0,False,False,False,0,20,553,64,0x65c1,0,0,0,0xeaa2,34964,533,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:cb:c3:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:00:00:00:00:01:00:00:00:00:00:00:00:00:00:ff:ff:ff:ff:bd:01:00:00:00:00:a9:01:00:00:a9:01:00:00:a9:01:00:00:00:00:00:00:a9:01:00:00:01:01:00:41:01:00:00:01:64:3d:32:87:c5:6f:c9:4d:b2:5d:bd:0b:4a:92:4e:cd:00:01:28:63:36:9a:90:b3:de:a0:00:00:6c:97:11:d1:82:71:00:64:01:0e:00:2a:00:00:00:11:02:58:88:92:00:0b:66:65:73:74:6f:2d:73:70:73:2d:31:01:02:00:56:01:00:00:01:00:01:88:92:00:00:00:02:00:28:80:01:00:20:00:02:00:02:00:00:ff:ff:ff:ff:00:03:00:03:c0:00:00:00:00:00:00:00:00:01:00:00:00:00:00:05:00:00:00:01:00:00:00:00:80:00:00:01:00:00:80:01:00:02:00:00:80:02:00:03:00:01:00:01:00:04:00:01:00:02:00:01:00:25:01:02:00:56:01:00:00:02:00:02:88:92:00:00:00:02:00:28:ff:ff:00:20:00:02:00:02:00:00:ff:ff:ff:ff:00:03:00:03:c0:00:00:00:00:00:00:00:00:01:00:00:00:00:00:01:00:02:00:01:00:05:00:05:00:00:00:01:00:00:00:00:80:00:00:01:00:00:80:01:00:02:00:00:80:02:00:03:00:01:00:01:00:04:01:04:00:4a:01:00:00:01:00:00:00:00:00:00:00:00:10:01:00:00:00:04:00:01:00:00:10:00:00:00:00:01:00:00:01:01:80:00:00:00:10:01:00:00:00:01:00:00:01:01:80:01:00:00:10:01:00:00:00:01:00:00:01:01:80:02:00:00:10:01:00:00:00:01:00:00:01:01:01:04:00:20:01:00:00:01:00:00:00:00:00:01:00:00:00:02:00:00:00:01:00:01:00:00:00:01:00:01:00:01:00:20:01:01:01:04:00:20:01:00:00:01:00:00:00:00:00:02:00:00:00:03:00:00:00:01:00:01:00:00:00:02:00:02:00:02:00:20:01:01:01:03:00:16:01:00:00:01:88:92:00:00:00:00:00:01:00:03:00:01:01:00:c0:00:a0:00,53428,0,0
2634,Profinet,DCE RPC CONNECT REQUEST,28:63:36:9a:90:b3,28:63:36:a9:ac:eb,172.16.106.11,172.16.106.12,0,0,0,0,0,0,0,False,False,False,0,20,431,64,0x0457,0,0,0,0xd966,34964,411,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:64:01:01:00:2a:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:30:c4:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:00:00:00:00:01:00:00:00:00:00:00:00:00:00:ff:ff:ff:ff:43:01:00:00:00:00:2f:01:00:00:2f:01:00:00:2f:01:00:00:00:00:00:00:2f:01:00:00:01:01:00:41:01:00:00:01:96:9c:56:37:4d:90:cc:4e:9f:1b:68:8f:3d:d1:0d:89:00:01:28:63:36:9a:90:b3:de:a0:00:00:6c:97:11:d1:82:71:00:64:01:0e:00:2a:00:00:00:11:02:58:88:92:00:0b:66:65:73:74:6f:2d:73:70:73:2d:31:01:02:00:44:01:00:00:01:00:01:88:92:00:00:00:02:00:28:80:02:00:20:00:02:00:01:00:00:ff:ff:ff:ff:00:03:00:03:c0:00:00:00:00:00:00:00:00:01:00:00:00:00:00:02:00:02:03:e9:00:01:00:02:03:ea:00:04:00:01:00:02:03:e8:00:00:01:02:00:44:01:00:00:02:00:02:88:92:00:00:00:02:00:28:ff:ff:00:20:00:02:00:01:00:00:ff:ff:ff:ff:00:03:00:03:c0:00:00:00:00:00:00:00:00:01:00:00:00:00:00:01:00:02:03:e8:00:00:00:02:00:02:03:e9:00:03:00:02:03:ea:00:04:01:04:00:3c:01:00:00:01:00:00:00:00:00:02:00:00:a7:c4:00:00:00:03:03:e8:10:00:00:02:00:02:00:02:00:02:01:01:03:e9:20:00:00:02:00:01:00:01:00:02:01:01:03:ea:20:00:00:01:00:01:00:01:00:01:01:01:01:03:00:16:01:00:00:01:88:92:00:00:00:00:00:01:00:03:00:02:01:00:c0:00:a0:00,53428,0,0
2637,Profinet,DCE RPC CONNECT REQUEST,28:63:36:9a:90:b3,ac:64:17:03:4f:c5,172.16.106.11,172.16.106.13,0,0,0,0,0,0,0,False,False,False,0,20,405,64,0xa68e,0,0,0,0x94ec,34964,385,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:64:01:14:00:2a:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:65:c4:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:00:00:00:00:01:00:00:00:00:00:00:00:00:00:ff:ff:ff:ff:29:01:00:00:00:00:66:01:00:00:15:01:00:00:66:01:00:00:00:00:00:00:15:01:00:00:01:01:00:41:01:00:00:01:9d:fa:8d:bb:1f:d6:8a:4c:a0:31:7a:77:0c:d7:6c:8f:00:01:28:63:36:9a:90:b3:de:a0:00:00:6c:97:11:d1:82:71:00:64:01:0e:00:2a:40:00:00:11:00:c8:88:92:00:0b:66:65:73:74:6f:2d:73:70:73:2d:31:01:02:00:3e:01:00:00:01:00:01:88:92:00:00:00:02:00:28:80:03:00:20:00:02:00:02:00:00:ff:ff:ff:ff:00:03:00:03:c0:00:00:00:00:00:00:00:00:01:00:00:00:00:00:01:00:01:03:e9:00:01:00:01:00:01:03:e8:00:00:01:02:00:3e:01:00:00:02:00:02:88:92:00:00:00:02:00:28:ff:ff:00:20:00:02:00:02:00:00:ff:ff:ff:ff:00:03:00:03:c0:00:00:00:00:00:00:00:00:01:00:00:00:00:00:01:00:01:03:e8:00:00:00:01:00:01:03:e9:00:03:01:04:00:2e:01:00:00:01:00:00:00:00:00:01:00:09:43:22:00:00:00:02:03:e8:00:00:91:6d:00:02:00:02:00:02:01:01:03:e9:00:00:29:bf:00:01:00:01:00:01:01:01:01:03:00:16:01:00:00:01:88:92:00:00:00:00:00:01:00:03:00:03:01:00:c0:00:a0:00,53428,0,0
